总价格,单价,地段,房屋户型,所在楼层,建筑面积,户型结构,装修情况
399.0,52232,"['通州', '通州其它']",2室1厅1厨1卫,低楼层 ,76.39,平层,精装
280.0,41531,"['通州', '梨园']",1室1厅1厨1卫,低楼层 ,67.42,平层,简装
365.0,38053,"['通州', '梨园']",2室1厅1厨1卫,高楼层 ,95.92,平层,简装
325.0,40253,"['通州', '潞苑']",2室1厅1厨1卫,高楼层 ,80.74,暂无数据,精装
610.0,66211,"['通州', '万达']",2室1厅1厨1卫,中楼层 ,92.13,平层,简装
415.0,45872,"['通州', '果园']",2室1厅1厨1卫,中楼层 ,90.47,平层,精装
245.0,39549,"['通州', '梨园']",2室1厅1厨1卫,底层 ,61.95,平层,精装
525.0,58627,"['通州', '万达']",2室1厅1厨1卫,中楼层 ,89.55,平层,精装
525.0,59599,"['通州', '武夷花园']",2室1厅1厨1卫,中楼层 ,88.09,平层,精装
799.0,56256,"['通州', '武夷花园']",3室2厅1厨2卫,低楼层 ,142.03,平层,精装
266.0,36685,"['通州', '九棵树(家乐福)']",2室1厅1厨1卫,低楼层 ,72.51,平层,简装
380.0,33899,"['通州', '万达']",2室1厅1厨2卫,低楼层 ,112.1,平层,简装
408.0,45485,"['通州', '临河里']",2室1厅1厨1卫,低楼层 ,89.7,平层,精装
440.0,52413,"['通州', '武夷花园']",2室1厅1厨1卫,底层 ,83.95,平层,精装
502.0,54294,"['通州', '武夷花园']",2室1厅1厨1卫,高楼层 ,92.46,平层,精装
329.0,41509,"['通州', '九棵树(家乐福)']",2室1厅1厨1卫,中楼层 ,79.26,平层,精装
258.0,29173,"['通州', '九棵树(家乐福)']",2室1厅1厨1卫,低楼层 ,88.44,平层,精装
330.0,43721,"['通州', '万达']",3室1厅1厨1卫,底层 ,75.48,平层,精装
330.0,31492,"['通州', '北关']",2室1厅1厨1卫,底层 ,104.79,平层,简装
215.0,20422,"['通州', '潞苑']",3室1厅1厨1卫,顶层 ,105.28,平层,简装
469.0,37611,"['通州', '临河里']",3室2厅1厨2卫,低楼层 ,124.7,错层,精装
478.0,33748,"['通州', '九棵树(家乐福)']",3室2厅1厨2卫,中楼层 ,141.64,错层,简装
495.0,38612,"['通州', '果园']",3室2厅1厨2卫,中楼层 ,128.2,错层,精装
565.0,37547,"['通州', '马驹桥']",3室1厅1厨2卫,中楼层 ,150.48,平层,简装
425.0,34066,"['通州', '北关']",3室2厅1厨2卫,高楼层 ,124.76,平层,简装
1030.0,63303,"['通州', '九棵树(家乐福)']",4室1厅1厨2卫,高楼层 ,162.71,平层,精装
655.0,45712,"['通州', '武夷花园']",3室2厅1厨2卫,中楼层 ,143.29,平层,精装
550.0,39272,"['通州', '北关']",3室1厅1厨2卫,中楼层 ,140.05,平层,精装
680.0,46904,"['通州', '通州北苑']",3室2厅1厨2卫,中楼层 ,144.98,平层,简装
430.0,40747,"['通州', '果园']",2室1厅1厨2卫,顶层 ,105.53,错层,简装
330.0,37280,"['通州', '通州北苑']",2室1厅1厨1卫,低楼层 ,88.52,平层,简装
189.0,34994,"['通州', '通州北苑']",1室1厅1厨1卫,低楼层 ,54.01,平层,精装
255.0,34553,"['通州', '通州其它']",2室1厅1厨1卫,高楼层 ,73.8,平层,精装
285.0,40317,"['通州', '潞苑']",2室1厅1厨1卫,高楼层 ,70.69,平层,精装
225.0,34216,"['通州', '万达']",2室1厅1厨1卫,中楼层 ,65.76,平层,简装
186.0,32684,"['通州', '乔庄']",2室1厅1厨1卫,高楼层 ,56.91,平层,简装
541.0,40425,"['通州', '临河里']",3室1厅1厨2卫,高楼层 ,133.83,平层,简装
289.0,33817,"['通州', '潞苑']",2室1厅1厨1卫,中楼层 ,85.46,平层,简装
473.0,58417,"['通州', '武夷花园']",2室1厅1厨1卫,高楼层 ,80.97,平层,精装
206.0,35154,"['通州', '果园']",1室1厅1厨1卫,中楼层 ,58.6,平层,精装
298.0,38602,"['通州', '梨园']",2室1厅1厨1卫,中楼层 ,77.2,平层,精装
261.0,29891,"['通州', '潞苑']",2室1厅1厨1卫,高楼层 ,87.32,平层,精装
198.0,38217,"['通州', '玉桥']",1室1厅1厨1卫,中楼层 ,51.81,平层,精装
445.0,44887,"['通州', '通州北苑']",2室2厅1厨1卫,中楼层 ,99.14,平层,精装
385.0,46917,"['通州', '武夷花园']",1室1厅1厨1卫,低楼层 ,82.06,平层,精装
278.0,40396,"['通州', '果园']",2室1厅1厨1卫,中楼层 ,68.82,平层,精装
330.0,45256,"['通州', '万达']",2室1厅1厨1卫,中楼层 ,72.92,平层,简装
910.0,51477,"['通州', '玉桥']",3室2厅1厨2卫,低楼层 ,176.78,平层,精装
245.0,31135,"['通州', '果园']",2室1厅1厨1卫,底层 ,78.69,平层,简装
245.0,33357,"['通州', '潞苑']",2室1厅1厨1卫,中楼层 ,73.45,平层,简装
410.0,36542,"['通州', '通州其它']",3室1厅1厨1卫,中楼层 ,112.2,平层,精装
257.0,33950,"['通州', '通州其它']",2室1厅1厨1卫,低楼层 ,75.7,平层,精装
149.0,33499,"['通州', '北关']",1室1厅1厨2卫,低楼层 ,44.48,复式,精装
239.0,39847,"['通州', '梨园']",1室1厅1厨1卫,中楼层 ,59.98,平层,简装
355.0,36864,"['通州', '临河里']",2室1厅1厨1卫,顶层 ,96.3,平层,精装
279.0,45656,"['通州', '梨园']",1室1厅1厨1卫,低楼层 ,61.11,平层,精装
300.0,39820,"['通州', '通州北苑']",2室1厅1厨1卫,低楼层 ,75.34,平层,精装
290.0,34442,"['通州', '潞苑']",2室2厅1厨1卫,高楼层 ,84.2,平层,简装
335.0,39603,"['通州', '梨园']",2室1厅1厨1卫,中楼层 ,84.59,平层,精装
245.0,30990,"['通州', '马驹桥']",2室1厅1厨1卫,中楼层 ,79.06,平层,简装
190.0,32731,"['通州', '万达']",2室1厅1厨1卫,高楼层 ,58.05,平层,精装
215.0,30588,"['通州', '通州其它']",2室2厅1厨1卫,中楼层 ,70.29,平层,精装
358.0,39083,"['通州', '梨园']",2室1厅1厨1卫,高楼层 ,91.6,平层,精装
245.0,32225,"['通州', '梨园']",2室1厅1厨1卫,高楼层 ,76.03,平层,精装
389.0,36803,"['通州', '北关']",3室2厅1厨2卫,高楼层 ,105.7,平层,精装
435.0,48035,"['通州', '玉桥']",2室2厅1厨1卫,低楼层 ,90.56,平层,精装
205.0,36086,"['通州', '北关']",2室1厅1厨1卫,中楼层 ,56.81,平层,精装
349.0,38568,"['通州', '果园']",2室1厅1厨1卫,中楼层 ,90.49,平层,简装
530.0,40452,"['通州', '果园']",3室2厅1厨2卫,高楼层 ,131.02,平层,简装
386.0,43587,"['通州', '武夷花园']",2室1厅1厨1卫,中楼层 ,88.56,平层,简装
265.0,39772,"['通州', '梨园']",1室1厅1厨1卫,中楼层 ,66.63,平层,精装
280.0,34671,"['通州', '通州北苑']",2室1厅1厨1卫,中楼层 ,80.76,平层,精装
329.0,35910,"['通州', '九棵树(家乐福)']",2室1厅1厨1卫,中楼层 ,91.62,平层,精装
342.0,38432,"['通州', '临河里']",2室1厅1厨1卫,中楼层 ,88.99,平层,精装
633.0,35004,"['通州', '临河里']",4室1厅2厨2卫,高楼层 ,180.84,复式,精装
1199.0,49554,"['通州', '潞苑']",4室2厅1厨4卫,底层 ,241.96,复式,精装
489.0,34525,"['通州', '九棵树(家乐福)']",3室2厅1厨2卫,高楼层 ,141.64,错层,简装
239.0,30485,"['通州', '通州其它']",3室1厅1厨1卫,低楼层 ,78.4,平层,精装
660.0,46437,"['通州', '梨园']",3室2厅1厨2卫,中楼层 ,142.13,平层,精装
700.0,45373,"['通州', '临河里']",3室2厅1厨2卫,中楼层 ,154.28,平层,精装
699.0,50933,"['通州', '武夷花园']",3室2厅1厨2卫,低楼层 ,137.24,平层,精装
575.0,42972,"['通州', '果园']",3室2厅1厨2卫,高楼层 ,133.81,平层,精装
568.0,46353,"['通州', '果园']",3室2厅1厨2卫,中楼层 ,122.54,平层,精装
560.0,33703,"['通州', '北关']",4室2厅1厨2卫,顶层 ,166.16,平层,简装
733.0,53263,"['通州', '玉桥']",3室2厅1厨2卫,高楼层 ,137.62,平层,精装
238.0,33755,"['通州', '通州其它']",1室1厅1厨1卫,低楼层 ,70.51,平层,精装
252.0,38592,"['通州', '梨园']",1室1厅1厨1卫,高楼层 ,65.3,平层,简装
249.0,38575,"['通州', '临河里']",1室1厅1厨1卫,高楼层 ,64.55,平层,简装
216.0,35977,"['通州', '万达']",2室1厅1厨1卫,中楼层 ,60.04,平层,简装
333.0,41460,"['通州', '临河里']",2室1厅1厨1卫,高楼层 ,80.32,平层,简装
285.0,49782,"['通州', '潞苑']",2室1厅1厨1卫,低楼层 ,57.25,平层,精装
405.0,41659,"['通州', '临河里']",2室2厅1厨1卫,低楼层 ,97.22,平层,简装
372.0,44847,"['通州', '梨园']",2室2厅1厨1卫,底层 ,82.95,平层,简装
279.0,34556,"['通州', '潞苑']",2室1厅1厨1卫,底层 ,80.74,平层,精装
168.0,33729,"['通州', '万达']",2室1厅1厨1卫,高楼层 ,49.81,平层,简装
333.0,36012,"['通州', '潞苑']",3室1厅1厨1卫,高楼层 ,92.47,平层,精装
240.0,31129,"['通州', '马驹桥']",2室1厅1厨1卫,顶层 ,77.1,平层,精装
425.0,40744,"['通州', '通州北苑']",2室1厅1厨1卫,高楼层 ,104.31,平层,简装
548.0,41849,"['通州', '通州北苑']",3室2厅1厨2卫,低楼层 ,130.95,平层,精装
442.0,49758,"['通州', '临河里']",3室2厅1厨1卫,中楼层 ,88.83,平层,精装
310.0,39597,"['通州', '潞苑']",2室1厅1厨1卫,顶层 ,78.29,平层,精装
450.0,32166,"['通州', '通州北苑']",3室1厅1厨2卫,低楼层 ,139.9,平层,精装
378.0,41159,"['通州', '临河里']",2室1厅1厨1卫,高楼层 ,91.84,平层,精装
315.0,37536,"['通州', '通州其它']",2室1厅1厨2卫,高楼层 ,83.92,平层,精装
219.0,32756,"['通州', '潞苑']",2室1厅1厨1卫,低楼层 ,66.86,平层,简装
399.0,44447,"['通州', '武夷花园']",2室1厅1厨1卫,高楼层 ,89.77,平层,简装
375.0,40129,"['通州', '梨园']",2室1厅1厨1卫,中楼层 ,93.45,平层,简装
295.0,35641,"['通州', '果园']",3室1厅1厨1卫,中楼层 ,82.77,平层,精装
185.0,35279,"['通州', '通州北苑']",2室1厅1厨1卫,高楼层 ,52.44,平层,简装
288.0,34842,"['通州', '果园']",2室1厅1厨1卫,中楼层 ,82.66,平层,简装
429.0,47747,"['通州', '临河里']",2室1厅1厨1卫,中楼层 ,89.85,平层,精装
270.0,30682,"['通州', '果园']",2室2厅1厨1卫,高楼层 ,88.0,平层,精装
225.0,31473,"['通州', '北关']",2室1厅1厨1卫,高楼层 ,71.49,平层,精装
285.0,40374,"['通州', '万达']",3室1厅1厨1卫,高楼层 ,70.59,平层,简装
300.0,35685,"['通州', '潞苑']",2室1厅1厨1卫,中楼层 ,84.07,平层,精装
365.0,38564,"['通州', '果园']",2室2厅1厨2卫,中楼层 ,94.65,平层,精装
200.0,30955,"['通州', '通州其它']",2室1厅1厨1卫,高楼层 ,64.61,平层,精装
388.0,38727,"['通州', '潞苑']",2室2厅1厨1卫,高楼层 ,100.19,平层,精装
396.0,39027,"['通州', '果园']",2室2厅1厨1卫,高楼层 ,101.47,平层,精装
293.0,37983,"['通州', '潞苑']",2室1厅1厨1卫,中楼层 ,77.14,平层,简装
252.0,26150,"['通州', '马驹桥']",2室1厅1厨2卫,低楼层 ,96.37,平层,简装
240.0,31389,"['通州', '马驹桥']",2室1厅1厨1卫,高楼层 ,76.46,平层,简装
249.0,28529,"['通州', '潞苑']",2室1厅1厨1卫,低楼层 ,87.28,平层,精装
209.0,40694,"['通州', '万达']",2室1厅1厨1卫,底层 ,51.36,平层,简装
270.0,29785,"['通州', '九棵树(家乐福)']",3室1厅1厨1卫,低楼层 ,90.65,平层,精装
420.0,47744,"['通州', '九棵树(家乐福)']",2室2厅1厨1卫,中楼层 ,87.97,平层,精装
385.0,37820,"['通州', '果园']",2室2厅1厨2卫,中楼层 ,101.8,平层,精装
235.0,34702,"['通州', '北关']",2室1厅1厨1卫,低楼层 ,67.72,平层,精装
359.0,42236,"['通州', '通州北苑']",2室1厅1厨1卫,高楼层 ,85.0,平层,精装
279.0,31529,"['通州', '九棵树(家乐福)']",2室1厅1厨1卫,中楼层 ,88.49,平层,精装
333.0,34098,"['通州', '通州北苑']",2室1厅1厨1卫,低楼层 ,97.66,平层,精装
350.0,38294,"['通州', '梨园']",2室1厅1厨1卫,高楼层 ,91.4,平层,简装
413.0,44357,"['通州', '临河里']",2室1厅1厨1卫,高楼层 ,93.11,平层,简装
369.0,38623,"['通州', '临河里']",2室1厅1厨1卫,低楼层 ,95.54,平层,简装
359.0,38294,"['通州', '临河里']",3室1厅1厨1卫,低楼层 ,93.75,平层,精装
455.0,49635,"['通州', '临河里']",3室1厅1厨1卫,低楼层 ,91.67,平层,精装
472.0,55063,"['通州', '通州其它']",2室1厅1厨1卫,中楼层 ,85.72,平层,精装
218.0,29564,"['通州', '通州其它']",2室1厅1厨1卫,高楼层 ,73.74,平层,精装
467.0,47049,"['通州', '武夷花园']",2室2厅1厨1卫,中楼层 ,99.26,平层,简装
430.0,46648,"['通州', '临河里']",2室2厅1厨1卫,中楼层 ,92.18,平层,简装
152.0,32109,"['通州', '潞苑']",1室1厅1厨1卫,顶层 ,47.34,平层,精装
368.0,43525,"['通州', '临河里']",2室1厅1厨1卫,高楼层 ,84.55,平层,简装
465.0,50000,"['通州', '临河里']",2室1厅1厨1卫,低楼层 ,93.0,平层,精装
259.0,35015,"['通州', '果园']",2室1厅1厨1卫,低楼层 ,73.97,平层,简装
305.0,34802,"['通州', '九棵树(家乐福)']",2室1厅1厨1卫,中楼层 ,87.64,平层,精装
215.0,36099,"['通州', '果园']",2室1厅1厨1卫,低楼层 ,59.56,平层,简装
248.0,36649,"['通州', '梨园']",2室1厅1厨1卫,高楼层 ,67.67,平层,简装
368.0,38971,"['通州', '梨园']",2室1厅1厨1卫,低楼层 ,94.43,平层,简装
599.0,66586,"['通州', '万达']",2室1厅1厨1卫,高楼层 ,89.96,平层,精装
278.0,37948,"['通州', '果园']",3室1厅1厨1卫,中楼层 ,73.26,平层,简装
262.0,34684,"['通州', '北关']",2室1厅1厨1卫,低楼层 ,75.54,平层,精装
345.0,37660,"['通州', '梨园']",2室1厅1厨1卫,高楼层 ,91.61,平层,简装
400.0,37991,"['通州', '临河里']",2室1厅1厨1卫,中楼层 ,105.29,平层,精装
280.0,33058,"['通州', '九棵树(家乐福)']",3室1厅1厨1卫,中楼层 ,84.7,平层,简装
309.0,34031,"['通州', '九棵树(家乐福)']",3室2厅1厨1卫,低楼层 ,90.8,平层,精装
345.0,53004,"['通州', '武夷花园']",1室1厅1厨1卫,中楼层 ,65.09,平层,精装
253.0,31254,"['通州', '马驹桥']",2室1厅1厨1卫,中楼层 ,80.95,平层,精装
250.0,33338,"['通州', '临河里']",2室1厅1厨1卫,中楼层 ,74.99,平层,简装
365.0,41873,"['通州', '临河里']",3室1厅1厨1卫,高楼层 ,87.17,平层,精装
290.0,33546,"['通州', '潞苑']",2室1厅1厨1卫,中楼层 ,86.45,平层,简装
208.0,28849,"['通州', '通州其它']",2室1厅1厨1卫,高楼层 ,72.1,平层,精装
209.0,30312,"['通州', '果园']",2室1厅1厨1卫,中楼层 ,68.95,平层,简装
445.0,49292,"['通州', '梨园']",2室1厅1厨1卫,低楼层 ,90.28,平层,精装
285.0,35251,"['通州', '果园']",2室1厅1厨1卫,低楼层 ,80.85,平层,精装
469.0,51511,"['通州', '武夷花园']",2室1厅1厨1卫,低楼层 ,91.05,平层,简装
339.0,38022,"['通州', '临河里']",2室1厅1厨1卫,中楼层 ,89.16,平层,精装
245.0,27226,"['通州', '九棵树(家乐福)']",2室1厅1厨1卫,低楼层 ,89.99,平层,精装
289.0,32815,"['通州', '临河里']",2室1厅1厨1卫,低楼层 ,88.07,平层,精装
545.0,60623,"['通州', '九棵树(家乐福)']",2室1厅1厨1卫,高楼层 ,89.9,平层,精装
508.0,51986,"['通州', '武夷花园']",2室2厅1厨1卫,高楼层 ,97.72,平层,简装
255.0,43845,"['通州', '万达']",2室1厅1厨1卫,中楼层 ,58.16,平层,精装
328.0,36722,"['通州', '九棵树(家乐福)']",2室1厅1厨1卫,低楼层 ,89.32,平层,简装
463.0,46986,"['通州', '临河里']",3室1厅1厨1卫,中楼层 ,98.54,平层,精装
319.0,32928,"['通州', '通州北苑']",2室1厅1厨1卫,低楼层 ,96.88,平层,精装
328.0,36364,"['通州', '九棵树(家乐福)']",2室1厅1厨1卫,中楼层 ,90.2,平层,简装
258.0,30461,"['通州', '九棵树(家乐福)']",2室1厅1厨1卫,低楼层 ,84.7,平层,简装
399.0,41693,"['通州', '临河里']",2室1厅1厨1卫,高楼层 ,95.7,平层,精装
226.0,27598,"['通州', '潞苑']",2室1厅1厨1卫,顶层 ,81.89,平层,精装
350.0,32414,"['通州', '潞苑']",3室1厅1厨1卫,底层 ,107.98,平层,简装
255.0,34469,"['通州', '潞苑']",2室1厅1厨1卫,底层 ,73.98,平层,简装
338.0,36688,"['通州', '梨园']",2室1厅1厨1卫,中楼层 ,92.13,平层,精装
170.0,20768,"['通州', '通州其它']",2室1厅1厨1卫,底层 ,81.86,平层,精装
348.0,43896,"['通州', '武夷花园']",2室1厅1厨1卫,高楼层 ,79.28,平层,精装
455.0,57435,"['通州', '武夷花园']",2室1厅1厨1卫,低楼层 ,79.22,平层,简装
439.0,48407,"['通州', '梨园']",2室1厅1厨1卫,高楼层 ,90.69,平层,精装
315.0,32522,"['通州', '通州北苑']",3室1厅1厨1卫,底层 ,96.86,平层,精装
388.0,52313,"['通州', '通州其它']",2室1厅1厨1卫,低楼层 ,74.17,平层,精装
204.0,34789,"['通州', '梨园']",2室1厅1厨1卫,高楼层 ,58.64,平层,简装
315.0,40261,"['通州', '万达']",2室1厅1厨1卫,低楼层 ,78.24,平层,简装
428.0,48439,"['通州', '武夷花园']",2室1厅1厨1卫,中楼层 ,88.36,平层,精装
499.0,55390,"['通州', '九棵树(家乐福)']",2室1厅1厨1卫,中楼层 ,90.09,平层,简装
387.0,38585,"['通州', '万达']",2室2厅1厨1卫,中楼层 ,100.3,平层,简装
430.0,47604,"['通州', '临河里']",2室1厅1厨1卫,高楼层 ,90.33,平层,精装
245.0,32790,"['通州', '梨园']",2室1厅1厨1卫,底层 ,74.72,平层,简装
507.0,54888,"['通州', '武夷花园']",2室1厅1厨1卫,中楼层 ,92.37,平层,简装
430.0,41315,"['通州', '通州北苑']",3室1厅1厨1卫,低楼层 ,104.08,平层,简装
438.0,46409,"['通州', '临河里']",2室1厅1厨1卫,高楼层 ,94.38,平层,精装
465.0,51484,"['通州', '临河里']",3室1厅1厨1卫,高楼层 ,90.32,平层,精装
465.0,50704,"['通州', '武夷花园']",2室1厅1厨1卫,低楼层 ,91.71,平层,精装
265.0,27030,"['通州', '马驹桥']",2室1厅1厨2卫,中楼层 ,98.04,平层,精装
330.0,32458,"['通州', '武夷花园']",2室1厅1厨2卫,高楼层 ,101.67,平层,精装
800.0,45355,"['通州', '北关']",3室2厅1厨2卫,高楼层 ,176.39,平层,其他
439.0,34486,"['通州', '武夷花园']",3室1厅1厨2卫,高楼层 ,127.3,复式,简装
253.0,34282,"['通州', '通州其它']",2室1厅1厨1卫,低楼层 ,73.8,平层,精装
202.0,32508,"['通州', '果园']",2室1厅1厨1卫,高楼层 ,62.14,平层,简装
205.0,32483,"['通州', '马驹桥']",1室1厅1厨1卫,中楼层 ,63.11,平层,精装
185.0,36692,"['通州', '梨园']",1室0厅1厨1卫,底层 ,50.42,平层,简装
480.0,68837,"['通州', '万达']",1室1厅1厨1卫,中楼层 ,69.73,平层,精装
308.0,48141,"['通州', '武夷花园']",1室1厅1厨1卫,中楼层 ,63.98,平层,精装
428.0,54943,"['通州', '武夷花园']",2室1厅1厨1卫,低楼层 ,77.9,平层,精装
475.0,34104,"['通州', '通州其它']",4室2厅1厨2卫,中楼层 ,139.28,平层,毛坯
283.0,37941,"['通州', '武夷花园']",1室1厅1厨1卫,低楼层 ,74.59,平层,精装
183.0,37944,"['通州', '果园']",1室0厅1厨1卫,低楼层 ,48.23,平层,精装
168.0,25673,"['通州', '果园']",1室1厅1厨1卫,低楼层 ,65.44,平层,精装
365.0,38393,"['通州', '果园']",2室2厅1厨1卫,低楼层 ,95.07,平层,精装
173.0,37922,"['通州', '果园']",1室0厅1厨1卫,中楼层 ,45.62,平层,精装
340.0,37867,"['通州', '九棵树(家乐福)']",2室1厅1厨1卫,高楼层 ,89.79,平层,简装
169.0,52177,"['通州', '临河里']",1室1厅1厨1卫,中楼层 ,32.39,平层,精装
205.0,40283,"['通州', '北关']",1室1厅1厨1卫,低楼层 ,50.89,平层,简装
205.0,27020,"['通州', '通州北苑']",2室1厅1厨1卫,顶层 ,75.87,平层,简装
154.0,31984,"['通州', '通州北苑']",1室1厅1厨1卫,低楼层 ,48.15,平层,精装
268.0,31970,"['通州', '通州其它']",2室1厅1厨1卫,底层 ,83.83,平层,精装
200.0,25177,"['通州', '梨园']",1室1厅1厨1卫,顶层 ,79.44,平层,简装
185.0,46124,"['通州', '潞苑']",1室1厅1厨1卫,低楼层 ,40.11,平层,精装
240.0,37826,"['通州', '临河里']",1室1厅1厨1卫,高楼层 ,63.45,平层,精装
160.0,32574,"['通州', '通州北苑']",1室0厅1厨1卫,中楼层 ,49.12,平层,精装
338.0,42774,"['通州', '万达']",1室1厅1厨1卫,高楼层 ,79.02,平层,精装
208.0,34569,"['通州', '万达']",2室1厅1厨1卫,底层 ,60.17,平层,简装
218.0,34461,"['通州', '九棵树(家乐福)']",2室1厅1厨1卫,顶层 ,63.26,平层,精装
165.0,37723,"['通州', '通州北苑']",1室0厅1厨1卫,高楼层 ,43.74,平层,毛坯
363.0,47414,"['通州', '玉桥']",2室1厅1厨1卫,中楼层 ,76.56,平层,简装
265.0,28192,"['通州', '梨园']",2室1厅1厨1卫,高楼层 ,94.0,平层,简装
190.0,22668,"['通州', '通州其它']",2室1厅1厨1卫,底层 ,83.82,平层,简装
580.0,63541,"['通州', '九棵树(家乐福)']",3室1厅1厨1卫,高楼层 ,91.28,平层,精装
242.0,28948,"['通州', '马驹桥']",2室1厅1厨1卫,中楼层 ,83.6,平层,精装
309.0,36192,"['通州', '九棵树(家乐福)']",3室1厅1厨1卫,低楼层 ,85.38,平层,简装
437.0,47127,"['通州', '玉桥']",2室2厅1厨2卫,中楼层 ,92.73,平层,简装
208.0,29083,"['通州', '通州其它']",2室1厅1厨1卫,低楼层 ,71.52,平层,精装
376.0,38403,"['通州', '万达']",2室1厅1厨1卫,低楼层 ,97.91,平层,精装
520.0,47646,"['通州', '通州北苑']",2室2厅1厨2卫,高楼层 ,109.14,平层,精装
348.0,38758,"['通州', '梨园']",2室1厅1厨1卫,中楼层 ,89.79,平层,简装
385.0,35702,"['通州', '通州其它']",2室1厅1厨1卫,低楼层 ,107.84,平层,精装
630.0,71951,"['通州', '武夷花园']",3室2厅1厨1卫,顶层 ,87.56,平层,精装
539.0,43986,"['通州', '果园']",3室2厅1厨2卫,底层 ,122.54,平层,精装
348.0,39318,"['通州', '梨园']",2室1厅1厨1卫,中楼层 ,88.51,平层,简装
200.0,24492,"['通州', '通州其它']",2室2厅1厨1卫,中楼层 ,81.66,平层,精装
351.0,41101,"['通州', '武夷花园']",2室2厅1厨1卫,中楼层 ,85.4,平层,精装
446.0,50943,"['通州', '临河里']",2室1厅1厨1卫,低楼层 ,87.55,平层,精装
358.0,43242,"['通州', '临河里']",2室1厅1厨1卫,中楼层 ,82.79,平层,精装
210.0,30018,"['通州', '马驹桥']",1室1厅1厨1卫,顶层 ,69.96,复式,精装
375.0,46759,"['通州', '万达']",2室1厅1厨1卫,高楼层 ,80.2,平层,精装
388.0,42888,"['通州', '果园']",2室1厅1厨1卫,中楼层 ,90.47,平层,简装
305.0,40376,"['通州', '北关']",2室1厅1厨1卫,中楼层 ,75.54,平层,精装
