总价格,单价,地段,房屋户型,所在楼层,建筑面积,户型结构,装修情况
840.0,149547,"['海淀', '上地']",2室1厅1厨1卫,中楼层 ,56.17,平层,简装
539.0,88318,"['海淀', '小西天']",2室1厅1厨1卫,高楼层 ,61.03,平层,精装
775.0,151250,"['海淀', '五棵松']",1室1厅1厨1卫,底层 ,51.24,平层,精装
340.0,83951,"['海淀', '小西天']",2室1厅1厨1卫,顶层 ,40.5,平层,精装
738.0,73543,"['海淀', '西三旗']",2室1厅1厨1卫,中楼层 ,100.35,平层,简装
620.0,80520,"['海淀', '定慧寺']",2室1厅1厨1卫,顶层 ,77.0,平层,精装
375.0,69317,"['海淀', '清河']",2室1厅1厨1卫,高楼层 ,54.1,平层,精装
735.0,90853,"['海淀', '紫竹桥']",2室1厅1厨1卫,低楼层 ,80.9,平层,简装
498.0,88929,"['海淀', '知春路']",2室1厅1厨1卫,高楼层 ,56.0,平层,简装
779.0,99553,"['海淀', '公主坟']",3室1厅1厨1卫,中楼层 ,78.25,平层,简装
599.0,97876,"['海淀', '小西天']",2室1厅1厨1卫,底层 ,61.2,平层,精装
525.0,84815,"['海淀', '五棵松']",3室1厅1厨1卫,中楼层 ,61.9,平层,精装
749.0,101767,"['海淀', '清河']",2室1厅1厨1卫,中楼层 ,73.6,平层,精装
855.0,64778,"['海淀', '五棵松']",3室2厅1厨2卫,低楼层 ,131.99,平层,简装
369.0,39003,"['海淀', '西三旗']",3室2厅1厨2卫,地下室 ,94.61,平层,精装
1730.0,84391,"['海淀', '世纪城']",4室2厅1厨2卫,高楼层 ,205.0,平层,简装
835.0,96689,"['海淀', '公主坟']",3室1厅1厨1卫,低楼层 ,86.36,平层,精装
1110.0,74673,"['海淀', '军博']",3室2厅1厨2卫,低楼层 ,148.65,平层,精装
1475.0,97747,"['海淀', '紫竹桥']",4室2厅1厨2卫,中楼层 ,150.9,平层,简装
1050.0,88177,"['海淀', '田村']",3室2厅1厨2卫,中楼层 ,119.08,平层,简装
968.0,117334,"['海淀', '公主坟']",3室1厅1厨1卫,中楼层 ,82.5,平层,简装
1900.0,112427,"['海淀', '五道口']",3室2厅1厨2卫,低楼层 ,169.0,平层,简装
1160.0,104552,"['海淀', '学院路']",3室2厅1厨1卫,高楼层 ,110.95,平层,简装
1020.0,81600,"['海淀', '玉泉路']",3室2厅1厨1卫,中楼层 ,125.0,平层,简装
3990.0,159869,"['海淀', '万柳']",4室2厅1厨3卫,中楼层 ,249.58,平层,简装
1780.0,79147,"['海淀', '海淀北部新区']",4室2厅1厨3卫,中楼层 ,224.9,平层,精装
1050.0,61282,"['海淀', '清河']",4室2厅1厨2卫,中楼层 ,171.34,平层,简装
1680.0,101658,"['海淀', '马甸']",3室2厅1厨2卫,高楼层 ,165.26,平层,简装
1572.0,98287,"['海淀', '马连洼']",3室2厅1厨2卫,底层 ,159.94,平层,简装
1500.0,91592,"['海淀', '马连洼']",4室2厅1厨2卫,底层 ,163.77,平层,简装
1458.0,87442,"['海淀', '西二旗']",3室2厅1厨2卫,中楼层 ,166.74,平层,简装
330.0,90164,"['海淀', '小西天']",1室1厅1厨1卫,高楼层 ,36.6,平层,精装
890.0,104953,"['海淀', '军博']",3室1厅1厨1卫,中楼层 ,84.8,平层,精装
1080.0,135169,"['海淀', '中关村']",3室1厅1厨1卫,高楼层 ,79.9,平层,精装
630.0,101450,"['海淀', '五棵松']",2室1厅1厨1卫,中楼层 ,62.1,平层,精装
449.0,87936,"['海淀', '紫竹桥']",2室1厅1厨1卫,顶层 ,51.06,平层,精装
440.0,68536,"['海淀', '马连洼']",2室1厅1厨1卫,低楼层 ,64.2,平层,简装
686.0,84996,"['海淀', '西直门']",2室1厅1厨1卫,低楼层 ,80.71,平层,其他
1295.0,113052,"['海淀', '四季青']",2室1厅1厨1卫,低楼层 ,114.55,平层,精装
719.0,57028,"['海淀', '西二旗']",3室2厅1厨2卫,低楼层 ,126.08,平层,简装
520.0,86093,"['海淀', '定慧寺']",2室1厅1厨1卫,低楼层 ,60.4,平层,简装
899.0,90225,"['海淀', '世纪城']",2室2厅1厨1卫,中楼层 ,99.64,平层,精装
550.0,102041,"['海淀', '皂君庙']",2室1厅1厨1卫,中楼层 ,53.9,平层,简装
435.0,69768,"['海淀', '清河']",1室1厅1厨1卫,低楼层 ,62.35,平层,精装
860.0,91441,"['海淀', '马连洼']",3室1厅1厨1卫,中楼层 ,94.05,平层,精装
418.0,77065,"['海淀', '马连洼']",2室1厅1厨1卫,中楼层 ,54.24,平层,精装
415.0,72300,"['海淀', '五棵松']",2室1厅1厨1卫,顶层 ,57.4,平层,精装
533.0,92215,"['海淀', '紫竹桥']",2室1厅1厨1卫,中楼层 ,57.8,平层,精装
720.0,87805,"['海淀', '玉泉路']",2室1厅1厨1卫,低楼层 ,82.0,平层,精装
480.0,94862,"['海淀', '皂君庙']",2室1厅1厨1卫,中楼层 ,50.6,平层,简装
547.0,88944,"['海淀', '五棵松']",2室1厅1厨1卫,高楼层 ,61.5,平层,简装
340.0,89006,"['海淀', '小西天']",1室0厅1厨1卫,高楼层 ,38.2,平层,精装
508.0,67464,"['海淀', '六里桥']",2室1厅1厨1卫,高楼层 ,75.3,平层,精装
460.0,118252,"['海淀', '苏州桥']",1室1厅1厨1卫,中楼层 ,38.9,平层,简装
450.0,73530,"['海淀', '知春路']",2室1厅1厨1卫,顶层 ,61.2,平层,精装
880.0,80505,"['海淀', '五棵松']",3室2厅1厨2卫,顶层 ,109.31,复式,精装
490.0,80859,"['海淀', '万寿路']",2室1厅1厨1卫,中楼层 ,60.6,平层,简装
890.0,122929,"['海淀', '定慧寺']",3室1厅1厨1卫,底层 ,72.4,平层,简装
560.0,81278,"['海淀', '五棵松']",3室1厅1厨1卫,低楼层 ,68.9,平层,简装
915.0,117459,"['海淀', '甘家口']",3室1厅1厨1卫,底层 ,77.9,平层,精装
510.0,74453,"['海淀', '五道口']",3室1厅1厨1卫,高楼层 ,68.5,平层,简装
379.0,92893,"['海淀', '牡丹园']",1室1厅1厨1卫,底层 ,40.8,平层,精装
555.0,110273,"['海淀', '公主坟']",1室1厅1厨1卫,高楼层 ,50.33,平层,精装
330.0,83970,"['海淀', '定慧寺']",1室1厅1厨1卫,中楼层 ,39.3,平层,精装
1338.0,104450,"['海淀', '小西天']",3室2厅1厨2卫,中楼层 ,128.1,平层,精装
468.0,102858,"['海淀', '甘家口']",1室1厅1厨1卫,底层 ,45.5,平层,精装
560.0,87432,"['海淀', '马连洼']",2室1厅1厨1卫,中楼层 ,64.05,平层,精装
1380.0,145371,"['海淀', '万柳']",2室1厅1厨1卫,中楼层 ,94.93,平层,精装
410.0,51289,"['海淀', '海淀北部新区']",2室1厅1厨1卫,中楼层 ,79.94,平层,精装
265.0,39098,"['海淀', '海淀其它']",2室1厅1厨1卫,中楼层 ,67.78,平层,简装
269.0,39699,"['海淀', '海淀其它']",2室1厅1厨2卫,低楼层 ,67.76,平层,精装
670.0,77021,"['海淀', '海淀北部新区']",2室1厅1厨1卫,中楼层 ,86.99,平层,精装
399.0,74026,"['海淀', '田村']",2室1厅1厨1卫,顶层 ,53.9,平层,简装
428.0,72176,"['海淀', '马连洼']",2室1厅1厨1卫,顶层 ,59.3,平层,简装
868.0,95732,"['海淀', '公主坟']",3室1厅1厨1卫,低楼层 ,90.67,平层,精装
467.0,93964,"['海淀', '公主坟']",1室1厅1厨1卫,顶层 ,49.7,平层,精装
502.0,88693,"['海淀', '公主坟']",2室1厅1厨1卫,底层 ,56.6,平层,精装
770.0,121836,"['海淀', '甘家口']",2室1厅1厨1卫,低楼层 ,63.2,平层,精装
480.0,89054,"['海淀', '定慧寺']",3室1厅1厨1卫,底层 ,53.9,平层,简装
645.0,88526,"['海淀', '学院路']",2室1厅1厨1卫,中楼层 ,72.86,平层,简装
708.0,90770,"['海淀', '紫竹桥']",3室1厅1厨1卫,中楼层 ,78.0,平层,精装
545.0,74150,"['海淀', '玉泉路']",2室1厅1厨1卫,中楼层 ,73.5,平层,简装
590.0,77024,"['海淀', '清河']",3室1厅1厨2卫,高楼层 ,76.6,平层,简装
560.0,61404,"['海淀', '五棵松']",3室1厅1厨1卫,顶层 ,91.2,平层,简装
585.0,83203,"['海淀', '中关村']",2室1厅1厨1卫,中楼层 ,70.31,平层,精装
855.0,106875,"['海淀', '公主坟']",3室1厅1厨1卫,中楼层 ,80.0,平层,精装
493.0,76888,"['海淀', '玉泉路']",3室1厅1厨1卫,中楼层 ,64.12,平层,简装
628.0,78334,"['海淀', '清河']",2室1厅1厨1卫,中楼层 ,80.17,平层,简装
570.0,70327,"['海淀', '四季青']",2室1厅1厨1卫,低楼层 ,81.05,平层,简装
758.0,77198,"['海淀', '安宁庄']",2室2厅1厨1卫,底层 ,98.19,平层,精装
528.0,78049,"['海淀', '田村']",1室1厅1厨1卫,高楼层 ,67.65,平层,精装
568.0,83420,"['海淀', '马连洼']",2室1厅1厨1卫,底层 ,68.09,平层,精装
638.0,89986,"['海淀', '紫竹桥']",2室1厅1厨1卫,低楼层 ,70.9,平层,精装
655.0,107027,"['海淀', '双榆树']",2室1厅1厨1卫,底层 ,61.2,平层,精装
385.0,86130,"['海淀', '五棵松']",1室1厅1厨1卫,低楼层 ,44.7,平层,简装
798.0,77567,"['海淀', '五棵松']",2室2厅1厨1卫,中楼层 ,102.88,平层,简装
570.0,97939,"['海淀', '公主坟']",2室1厅1厨1卫,高楼层 ,58.2,平层,简装
530.0,91443,"['海淀', '五道口']",2室1厅1厨1卫,中楼层 ,57.96,平层,精装
1250.0,115463,"['海淀', '四季青']",2室1厅1厨2卫,高楼层 ,108.26,平层,精装
1029.0,96829,"['海淀', '学院路']",2室1厅1厨2卫,中楼层 ,106.27,平层,简装
750.0,110457,"['海淀', '万寿路']",3室1厅1厨1卫,中楼层 ,67.9,平层,精装
798.0,89845,"['海淀', '定慧寺']",2室1厅1厨1卫,低楼层 ,88.82,平层,简装
535.0,85436,"['海淀', '五棵松']",2室2厅1厨1卫,底层 ,62.62,平层,精装
890.0,93596,"['海淀', '世纪城']",2室1厅1厨1卫,底层 ,95.09,平层,简装
4875.0,94024,"['海淀', '公主坟']",4室1厅1厨5卫,低楼层 ,518.49,平层,精装
1860.0,63107,"['海淀', '西北旺']",5室3厅1厨3卫,底层 ,294.74,复式,精装
2350.0,137067,"['海淀', '世纪城']",3室1厅1厨2卫,低楼层 ,171.45,平层,精装
2350.0,135964,"['海淀', '世纪城']",3室2厅1厨2卫,中楼层 ,172.84,平层,简装
1090.0,84294,"['海淀', '定慧寺']",3室2厅1厨2卫,低楼层 ,129.31,平层,简装
655.0,74458,"['海淀', '玉泉路']",2室2厅1厨1卫,顶层 ,87.97,平层,精装
1538.0,98483,"['海淀', '马连洼']",3室2厅1厨2卫,低楼层 ,156.17,平层,精装
1130.0,71357,"['海淀', '海淀北部新区']",3室2厅1厨2卫,低楼层 ,158.36,平层,精装
1660.0,115664,"['海淀', '四季青']",3室1厅1厨2卫,底层 ,143.52,平层,简装
948.0,62728,"['海淀', '海淀北部新区']",3室2厅1厨2卫,中楼层 ,151.13,平层,精装
1180.0,87040,"['海淀', '田村']",3室1厅1厨2卫,高楼层 ,135.57,平层,精装
2890.0,150443,"['海淀', '万柳']",4室2厅1厨2卫,底层 ,192.1,平层,精装
1450.0,112091,"['海淀', '紫竹桥']",4室2厅1厨2卫,顶层 ,129.36,平层,精装
1199.0,86583,"['海淀', '田村']",3室2厅1厨2卫,中楼层 ,138.48,平层,精装
1488.0,94453,"['海淀', '上地']",3室2厅1厨2卫,低楼层 ,157.54,平层,精装
2510.0,143782,"['海淀', '五棵松']",3室2厅1厨2卫,顶层 ,174.57,平层,精装
1490.0,109102,"['海淀', '西直门']",3室2厅1厨2卫,中楼层 ,136.57,平层,精装
1416.0,106635,"['海淀', '四季青']",3室2厅1厨2卫,中楼层 ,132.79,平层,精装
1328.0,100250,"['海淀', '马连洼']",3室2厅1厨2卫,高楼层 ,132.47,平层,精装
1300.0,79047,"['海淀', '马连洼']",4室2厅1厨2卫,中楼层 ,164.46,平层,精装
999.0,79042,"['海淀', '西二旗']",3室2厅1厨2卫,中楼层 ,126.39,平层,精装
1070.0,85806,"['海淀', '田村']",3室1厅1厨2卫,低楼层 ,124.7,平层,精装
1380.0,74858,"['海淀', '西三旗']",4室2厅1厨2卫,中楼层 ,184.35,平层,精装
908.0,63904,"['海淀', '海淀北部新区']",3室2厅1厨2卫,顶层 ,142.09,复式,精装
1499.0,66727,"['海淀', '海淀北部新区']",4室2厅1厨3卫,中楼层 ,224.65,复式,精装
1500.0,70802,"['海淀', '紫竹桥']",3室1厅1厨2卫,低楼层 ,211.86,平层,简装
1250.0,97201,"['海淀', '四季青']",3室1厅1厨2卫,低楼层 ,128.6,平层,精装
2480.0,121201,"['海淀', '世纪城']",4室2厅1厨2卫,底层 ,204.62,平层,精装
2260.0,137470,"['海淀', '世纪城']",4室2厅1厨2卫,低楼层 ,164.4,平层,精装
1398.0,83899,"['海淀', '西二旗']",3室2厅1厨2卫,低楼层 ,166.63,平层,简装
2630.0,115559,"['海淀', '西北旺']",3室2厅1厨2卫,低楼层 ,227.59,平层,精装
1290.0,104844,"['海淀', '西二旗']",3室2厅1厨2卫,中楼层 ,123.04,平层,精装
1260.0,109471,"['海淀', '西二旗']",2室2厅1厨1卫,顶层 ,115.1,复式,精装
1465.0,104197,"['海淀', '田村']",3室2厅1厨2卫,中楼层 ,140.6,平层,简装
1460.0,98769,"['海淀', '玉泉路']",3室2厅1厨2卫,低楼层 ,147.82,平层,精装
320.0,86184,"['海淀', '苏州桥']",1室1厅1厨1卫,中楼层 ,37.13,复式,精装
608.0,90991,"['海淀', '清河']",1室1厅1厨1卫,高楼层 ,66.82,平层,精装
433.0,104338,"['海淀', '清河']",2室1厅1厨1卫,中楼层 ,41.5,平层,简装
658.0,77068,"['海淀', '马连洼']",2室2厅1厨1卫,顶层 ,85.38,平层,简装
486.0,79935,"['海淀', '白石桥']",2室1厅1厨1卫,顶层 ,60.8,平层,精装
565.0,101802,"['海淀', '厂洼']",2室1厅1厨1卫,中楼层 ,55.5,平层,简装
420.0,47415,"['海淀', '海淀北部新区']",2室2厅1厨1卫,高楼层 ,88.58,平层,简装
606.0,99672,"['海淀', '紫竹桥']",3室0厅1厨1卫,低楼层 ,60.8,平层,毛坯
775.0,114089,"['海淀', '五道口']",2室1厅1厨1卫,中楼层 ,67.93,平层,精装
599.0,83730,"['海淀', '六里桥']",2室1厅1厨1卫,低楼层 ,71.54,平层,毛坯
475.0,83057,"['海淀', '白石桥']",2室1厅1厨1卫,高楼层 ,57.19,平层,简装
1650.0,121961,"['海淀', '世纪城']",3室2厅1厨1卫,低楼层 ,135.29,平层,简装
518.0,76969,"['海淀', '定慧寺']",2室1厅1厨1卫,低楼层 ,67.3,平层,简装
1350.0,131247,"['海淀', '万柳']",3室1厅1厨2卫,低楼层 ,102.86,平层,精装
415.0,80740,"['海淀', '定慧寺']",1室1厅1厨1卫,高楼层 ,51.4,平层,毛坯
1460.0,88998,"['海淀', '西北旺']",4室2厅1厨2卫,底层 ,164.05,平层,精装
625.0,73816,"['海淀', '杨庄']",2室1厅1厨1卫,低楼层 ,84.67,平层,简装
509.0,58587,"['海淀', '海淀北部新区']",2室1厅1厨1卫,中楼层 ,86.88,平层,简装
332.0,54249,"['海淀', '海淀北部新区']",2室1厅1厨1卫,中楼层 ,61.2,平层,精装
1890.0,106389,"['海淀', '马连洼']",4室2厅1厨3卫,中楼层 ,177.65,平层,精装
730.0,87995,"['海淀', '牡丹园']",3室1厅1厨1卫,中楼层 ,82.96,平层,简装
519.0,84666,"['海淀', '二里庄']",2室1厅1厨1卫,顶层 ,61.3,平层,简装
490.0,81126,"['海淀', '五道口']",2室1厅1厨1卫,中楼层 ,60.4,平层,精装
1399.0,129526,"['海淀', '四季青']",2室1厅1厨2卫,中楼层 ,108.01,平层,精装
719.0,77958,"['海淀', '清河']",2室1厅1厨1卫,中楼层 ,92.23,平层,精装
888.0,83381,"['海淀', '牡丹园']",2室1厅1厨1卫,低楼层 ,106.5,平层,精装
515.0,61967,"['海淀', '清河']",2室1厅1厨1卫,底层 ,83.11,平层,简装
800.0,108696,"['海淀', '苏州桥']",3室1厅1厨1卫,高楼层 ,73.6,平层,简装
495.0,80619,"['海淀', '马连洼']",2室1厅1厨1卫,低楼层 ,61.4,平层,简装
570.0,105615,"['海淀', '紫竹桥']",2室1厅1厨1卫,高楼层 ,53.97,平层,简装
596.0,94454,"['海淀', '颐和园']",2室1厅1厨1卫,中楼层 ,63.1,平层,毛坯
609.0,80386,"['海淀', '五棵松']",1室1厅1厨1卫,低楼层 ,75.76,平层,简装
618.0,89696,"['海淀', '北太平庄']",3室1厅1厨1卫,高楼层 ,68.9,平层,精装
480.0,78304,"['海淀', '定慧寺']",2室1厅1厨1卫,中楼层 ,61.3,暂无数据,简装
500.0,52100,"['海淀', '海淀北部新区']",3室1厅1厨1卫,高楼层 ,95.97,平层,精装
1038.0,126124,"['海淀', '上地']",2室1厅1厨1卫,中楼层 ,82.3,平层,精装
435.0,76680,"['海淀', '苏州桥']",2室1厅1厨1卫,中楼层 ,56.73,平层,简装
608.0,90248,"['海淀', '苏州桥']",2室1厅1厨1卫,低楼层 ,67.37,平层,精装
445.0,75411,"['海淀', '清河']",1室1厅1厨1卫,中楼层 ,59.01,平层,精装
359.0,80422,"['海淀', '清河']",1室1厅1厨1卫,中楼层 ,44.64,平层,简装
519.0,62932,"['海淀', '马连洼']",2室1厅1厨1卫,顶层 ,82.47,平层,简装
510.0,92610,"['海淀', '颐和园']",2室2厅1厨1卫,低楼层 ,55.07,平层,精装
848.0,78128,"['海淀', '安宁庄']",2室1厅1厨2卫,中楼层 ,108.54,平层,简装
1195.0,87578,"['海淀', '海淀北部新区']",3室2厅1厨2卫,高楼层 ,136.45,平层,精装
970.0,94404,"['海淀', '马连洼']",3室2厅1厨1卫,中楼层 ,102.75,平层,精装
730.0,66334,"['海淀', '六里桥']",2室1厅1厨1卫,低楼层 ,110.05,平层,简装
1145.0,111992,"['海淀', '小西天']",3室1厅1厨1卫,低楼层 ,102.24,平层,简装
410.0,61313,"['海淀', '西三旗']",2室1厅1厨1卫,中楼层 ,66.87,平层,简装
390.0,75582,"['海淀', '小西天']",2室1厅1厨1卫,顶层 ,51.6,平层,简装
660.0,96210,"['海淀', '四季青']",2室1厅1厨1卫,中楼层 ,68.6,平层,精装
620.0,67487,"['海淀', '马连洼']",2室1厅1厨1卫,中楼层 ,91.87,平层,精装
2200.0,157774,"['海淀', '万柳']",3室2厅1厨2卫,中楼层 ,139.44,平层,简装
1200.0,110569,"['海淀', '五棵松']",3室1厅1厨1卫,顶层 ,108.53,平层,精装
668.0,75489,"['海淀', '西二旗']",2室1厅1厨1卫,中楼层 ,88.49,平层,简装
439.0,95664,"['海淀', '玉泉路']",1室1厅1厨1卫,高楼层 ,45.89,平层,简装
418.0,57026,"['海淀', '西三旗']",2室1厅1厨1卫,中楼层 ,73.3,平层,简装
385.0,65678,"['海淀', '清河']",2室1厅1厨1卫,中楼层 ,58.62,平层,精装
560.0,92839,"['海淀', '玉泉路']",2室1厅1厨1卫,高楼层 ,60.32,平层,毛坯
670.0,73643,"['海淀', '西三旗']",2室1厅1厨1卫,低楼层 ,90.98,平层,简装
798.0,79403,"['海淀', '牡丹园']",2室1厅1厨1卫,中楼层 ,100.5,平层,简装
764.0,80617,"['海淀', '玉泉路']",3室1厅1厨1卫,高楼层 ,94.77,平层,简装
375.0,66965,"['海淀', '清河']",2室1厅1厨1卫,低楼层 ,56.0,平层,精装
675.0,58891,"['海淀', '清河']",2室1厅1厨1卫,低楼层 ,114.62,平层,简装
542.0,85896,"['海淀', '西三旗']",2室1厅1厨1卫,中楼层 ,63.1,平层,其他
600.0,62540,"['海淀', '海淀北部新区']",2室1厅1厨1卫,中楼层 ,95.94,平层,简装
468.0,92858,"['海淀', '小西天']",2室1厅1厨1卫,中楼层 ,50.4,平层,精装
508.0,94424,"['海淀', '西直门']",2室1厅1厨1卫,高楼层 ,53.8,平层,简装
880.0,104875,"['海淀', '定慧寺']",2室1厅1厨1卫,低楼层 ,83.91,平层,精装
1198.0,85352,"['海淀', '上地']",3室2厅1厨2卫,高楼层 ,140.36,平层,精装
430.0,74913,"['海淀', '五道口']",2室1厅1厨1卫,顶层 ,57.4,平层,精装
728.0,95916,"['海淀', '清河']",2室1厅1厨1卫,中楼层 ,75.9,平层,简装
588.0,90046,"['海淀', '苏州桥']",2室1厅1厨1卫,高楼层 ,65.3,平层,精装
486.0,85414,"['海淀', '小西天']",2室1厅1厨1卫,低楼层 ,56.9,平层,简装
520.0,96297,"['海淀', '小西天']",2室1厅1厨1卫,底层 ,54.0,平层,简装
880.0,127722,"['海淀', '双榆树']",3室1厅1厨1卫,底层 ,68.9,平层,精装
540.0,82696,"['海淀', '学院路']",2室1厅1厨1卫,低楼层 ,65.3,平层,简装
590.0,69955,"['海淀', '杨庄']",2室1厅1厨1卫,中楼层 ,84.34,平层,简装
865.0,127206,"['海淀', '万柳']",2室2厅1厨1卫,高楼层 ,68.0,平层,精装
495.0,52879,"['海淀', '西山']",3室1厅1厨1卫,中楼层 ,93.61,平层,简装
742.0,90932,"['海淀', '颐和园']",3室1厅1厨1卫,中楼层 ,81.6,平层,简装
1098.0,81959,"['海淀', '四季青']",3室1厅1厨2卫,低楼层 ,133.97,平层,简装
1898.0,120992,"['海淀', '小西天']",3室2厅1厨2卫,中楼层 ,156.87,平层,精装
438.0,78425,"['海淀', '田村']",2室1厅1厨1卫,低楼层 ,55.85,平层,毛坯
839.0,81711,"['海淀', '五棵松']",2室1厅1厨1卫,中楼层 ,102.68,平层,简装
548.0,59852,"['海淀', '西三旗']",2室1厅1厨1卫,中楼层 ,91.56,平层,精装
635.0,91381,"['海淀', '西北旺']",2室1厅1厨1卫,底层 ,69.49,平层,简装
472.0,51529,"['海淀', '海淀北部新区']",2室1厅1厨1卫,高楼层 ,91.6,平层,精装
715.0,105302,"['海淀', '甘家口']",3室1厅1厨1卫,低楼层 ,67.9,平层,简装
645.0,109508,"['海淀', '苏州桥']",2室1厅1厨1卫,中楼层 ,58.9,平层,简装
585.0,97827,"['海淀', '苏州桥']",3室1厅1厨1卫,低楼层 ,59.8,平层,简装
